In a hole in the ground there lived a hobbit. NA NA															
Adelard had carried off many unlabelled ones. NA NA															
For DORA BAGGINS in memory of a LONG correspondence	with love from Bilbo; on a large waste-paper basket. NA NA														
Dora was Drogo’s sister and the eldest surviving female relative of Bilbo and Frodo; she was ninety-nine	and had written reams of good advice for more than half a century. NA NA														
For MILO BURROWS	hoping it will be useful	from B.B.; on a gold pen and ink-bottle. NA NA													
Milo never answered letters. NA NA															
For ANGELICA’S use	from Uncle Bilbo; on a round convex mirror. NA NA														
She was a young Baggins	and too obviously considered her face shapely. NA NA														
For the collection of HUGO BRACEGIRDLE	from a contributor; on an (empty) book-case. NA NA														
Hugo was a great borrower of books	and worse than usual at returning them. NA NA														
For LOBELIA SACKVILLE-BAGGINS	as a PRESENT; on a case of silver spoons. NA NA														
Bilbo believed that she had acquired a good many of his spoons	while he was away on his former journey. NA NA														
Lobelia knew that quite well. NA NA															
When she arrived later in the day	she took the point at once	but she also took the spoons. NA NA													
This is only a small selection of the assembled presents. NA NA															
Bilbo’s residence had got rather cluttered up with things in the course of his long life. NA NA															
It was a tendency of hobbit-holes to get cluttered up: for which the custom of giving so many birthday-presents was largely responsible. NA NA															
Not	of course	that the birthday-presents were always new; there were one or two old mathoms of forgotten uses that had circulated all around the district; but Bilbo had usually given new presents	and kept those that he received. NA NA												
The old hole was now being cleared a little. NA NA															
Every one of the various parting gifts had labels	written out personally by Bilbo	and several had some point	or some joke. NA NA												
But	of course	most of the things were given where they would be wanted and welcome. alliteration NA													
The poorer hobbits	and especially those of Bagshot Row	did very well. NA NA													
Old Gaffer Gamgee got two sacks of potatoes	a new spade	a woollen waistcoat	and a bottle of ointment for creaking joints. NA NA												
Old Rory Brandybuck	in return for much hospitality	got a dozen bottles of Old Winyards: a strong red wine from the Southfarthing	and now quite mature	as it had been laid down by Bilbo’s father. NA NA											
Rory quite forgave Bilbo	and voted him a capital fellow after the first bottle. NA NA														
There was plenty of everything left for Frodo. NA NA															
And	of course	all the chief treasures	as well as the books	pictures	and more than enough furniture	were left in his possession. NA NA									
There was	however	no sign nor mention of money or jewellery: not a penny-piece or a glass bead was given away. NA NA													
Frodo had a very trying time that afternoon. NA NA															
A false rumour that the whole household was being distributed free spread like wildfire; and before long the place was packed with people who had no business there	but could not be kept out. simile NA														
Labels got torn off and mixed	and quarrels broke out. NA NA														
Some people tried to do swaps and deals in the hall; and others tried to make off with minor items not addressed to them	or with anything that seemed unwanted or unwatched. NA NA														
The road to the gate was blocked with barrows and handcarts. NA NA															
In the middle of the commotion the Sackville-Bagginses arrived. NA NA															
Frodo had retired for a while and left his friend Merry Brandybuck to keep an eye on things. NA NA															
When Otho loudly demanded to see Frodo	Merry bowed politely. NA NA														
‘He is indisposed	’ he said. NA NA														
‘He is resting.’ NA NA															
‘Hiding	you mean	’ said Lobelia. NA NA													
‘Anyway we want to see him and we mean to see him. NA NA															
Just go and tell him so!’ NA NA															
Merry left them a long while in the hall	and they had time to discover their parting gift of spoons. NA NA														
It did not improve their tempers. NA NA															
Eventually they were shown into the study. NA NA															
Frodo was sitting at a table with a lot of papers in front of him. NA NA															
He looked indisposed – to see Sackville-Bagginses at any rate; and he stood up	fidgeting with something in his pocket. NA NA														
But he spoke quite politely. NA NA															
The Sackville-Bagginses were rather offensive. NA NA															
They began by offering him bad bargain-prices (as between friends) for various valuable and unlabelled things. NA NA															
When Frodo replied that only the things specially directed by Bilbo were being given away	they said the whole affair was very fishy. Metaphor NA														
‘Only one thing is clear to me	’ said Otho	‘and that is that you are doing exceedingly well out of it. NA NA													
I insist on seeing the will.’ NA NA															
Otho would have been Bilbo’s heir	but for the adoption of Frodo. NA NA														
He read the will carefully and snorted. NA NA															
It was	unfortunately	very clear and correct (according to the legal customs of hobbits	which demand among other things seven signatures of witnesses in red ink). NA NA												
‘Foiled again!’ he said to his wife. NA NA															
‘And after waiting sixty years. NA NA															
Spoons? NA NA															
Fiddlesticks!’ NA NA															
He snapped his fingers under Frodo’s nose and stumped off. NA NA															
But Lobelia was not so easily got rid of. NA NA															
A little later Frodo came out of the study to see how things were going on	and found her still about the place	investigating nooks and corners	and tapping the floors. NA NA												
He escorted her firmly off the premises	after he had relieved her of several small (but rather valuable) articles that had somehow fallen inside her umbrella. NA NA														
Her face looked as if she was in the throes of thinking out a really crushing parting remark; but all she found to say	turning round on the step	was: NA NA													
‘You’ll live to regret it	young fellow! NA NA														
Why didn’t you go too? NA NA															
You don’t belong here; you’re no Baggins – you – you’re a Brandybuck!’ NA NA															
‘Did you hear that	Merry? NA NA														
That was an insult	if you like	’ said Frodo as he shut the door on her. NA NA													
‘It was a compliment	’ said Merry Brandybuck	‘and so	of course	not true.’ NA NA											
Then they went round the hole	and evicted three young hobbits (two Boffins and a Bolger) who were knocking holes in the walls of one of the cellars. NA NA														
Frodo also had a tussle with young Sancho Proudfoot (old Odo Proudfoot’s grandson)	who had begun an excavation in the larger pantry	where he thought there was an echo. NA NA													
The legend of Bilbo’s gold excited both curiosity and hope; for legendary gold (mysteriously obtained	if not positively ill-gotten)	is	as everyone knows	anyone’s for the finding – unless the search is interrupted. NA NA											
When he had overcome Sancho and pushed him out	Frodo collapsed on a chair in the hall. NA NA														
‘It’s time to close the shop	Merry	’ he said. NA NA													
‘Lock the door	and don’t open it to anyone today	not even if they bring a battering ram.’ NA NA													
Then he went to revive himself with a belated cup of tea. Metaphor NA															
He had hardly sat down	when there came a soft knock at the front-door. NA NA														
‘Lobelia again most likely	’ he thought. NA NA														
‘She must have thought of something really nasty	and have come back again to say it. NA NA														
It can wait.’ NA NA															
He went on with his tea. NA NA															
The knock was repeated	much louder	but he took no notice. NA NA													
Suddenly the wizard’s head appeared at the window. NA NA															
‘If you don’t let me in	Frodo	I shall blow your door right down your hole and out through the hill	’ he said. NA NA												
‘My dear Gandalf! NA NA															
Half a minute!’ cried Frodo	running out of the room to the door. NA NA														
‘Come in! NA NA															
Come in! NA NA															
I thought it was Lobelia.’ NA NA															
‘Then I forgive you. NA NA															
But I saw her some time ago	driving a pony-trap towards Bywater with a face that would have curdled new milk.’ Metaphor NA														
‘She had already nearly curdled me. metaphor NA															
Honestly	I nearly tried on Bilbo’s ring. NA NA														
I longed to disappear.’ NA NA															
‘Don’t do that!’ said Gandalf	sitting down. NA NA														
‘Do be careful of that ring	Frodo! NA NA														
In fact	it is partly about that that I have come to say a last word.’ NA NA														
‘Well	what about it?’ NA NA														
‘What do you know already?’ NA NA															
‘Only what Bilbo told me. NA NA															
I have heard his story: how he found it	and how he used it: on his journey	I mean.’ NA NA													
‘Which story	I wonder	’ said Gandalf. NA NA													
‘Oh	not what he told the dwarves and put in his book	’ said Frodo. NA NA													
‘He told me the true story soon after I came to live here. NA NA															
He said you had pestered him till he told you	so I had better know too. NA NA														
‘‘No secrets between us	Frodo	’’ he said; ‘‘but they are not to go any further. NA NA													
It’s mine anyway.’’ ’ NA NA															
‘That’s interesting	’ said Gandalf. NA NA														
‘Well	what did you think of it all?’ NA NA														
‘If you mean	inventing all that about a ‘‘present’’	well	I thought the true story much more likely	and I couldn’t see the point of altering it at all. NA NA											
It was very unlike Bilbo to do so	anyway; and I thought it rather odd.’ NA NA														
‘So did I. NA NA															
But odd things may happen to people that have such treasures – if they use them. NA NA															
Let it be a warning to you to be very careful with it. NA NA															
It may have other powers than just making you vanish when you wish to.’ NA NA															
‘I don’t understand	’ said Frodo. NA NA														
‘Neither do I	’ answered the wizard. NA NA														
‘I have merely begun to wonder about the ring	especially since last night. NA NA														
No need to worry. NA NA															
But if you take my advice you will use it very seldom	or not at all. NA NA														
At least I beg you not to use it in any way that will cause talk or rouse suspicion. NA NA															
I say again: keep it safe	and keep it secret!’ NA NA														
‘You are very mysterious! NA NA															
What are you afraid of ?’ NA NA															
‘I am not certain	so I will say no more. NA NA														
I may be able to tell you something when I come back. NA NA															
I am going off at once: so this is good-bye for the present.’ NA NA															
He got up. NA NA															
‘At once!’ cried Frodo. NA NA															
‘Why	I thought you were staying on for at least a week. NA NA														
I was looking forward to your help.’ NA NA															
‘I did mean to – but I have had to change my mind. NA NA															
I may be away for a good while; but I’ll come and see you again	as soon as I can. NA NA														
Expect me when you see me! NA NA															
I shall slip in quietly. NA NA															
I shan’t often be visiting the Shire openly again. NA NA															
I find that I have become rather unpopular. NA NA															
They say I am a nuisance and a disturber of the peace. NA NA															
Some people are actually accusing me of spiriting Bilbo away	or worse. Metaphor NA														
If you want to know	there is supposed to be a plot between you and me to get hold of his wealth.’ NA NA														
‘Some people!’ exclaimed Frodo. NA NA															
‘You mean Otho and Lobelia. NA NA															
How abominable! NA NA															
I would give them Bag End and everything else	if I could get Bilbo back and go off tramping in the country with him. NA NA														
I love the Shire. NA NA															
But I begin to wish	somehow	that I had gone too. NA NA													
I wonder if I shall ever see him again.’ NA NA															
‘So do I	’ said Gandalf. NA NA														
‘And I wonder many other things. NA NA															
Good-bye now! NA NA															
Take care of yourself! NA NA															
Look out for me	especially at unlikely times! NA NA														
Good-bye!’ NA NA															
Frodo saw him to the door. NA NA															
He gave a final wave of his hand	and walked off at a surprising pace; but Frodo thought the old wizard looked unusually bent	almost as if he was carrying a great weight. simile NA													
The evening was closing in	and his cloaked figure quickly vanished into the twilight. Metaphor NA														
Frodo did not see him again for a long time. NA NA															
Aragorn sped on up the hill. NA NA															
Every now and again he bent to the ground. NA NA															
Hobbits go light	and their footprints are not easy even for a Ranger to read	but not far from the top a spring crossed the path	and in the wet earth he saw what he was seeking. Metaphor NA												
‘I read the signs aright	’ he said to himself. NA NA														
‘Frodo ran to the hill-top. NA NA															
I wonder what he saw there? NA NA															
But he returned by the same way	and went down the hill again.’ NA NA														
Aragorn hesitated. NA NA															
He desired to go to the high seat himself	hoping to see there something that would guide him in his perplexities; but time was pressing. Metaphor NA														
Suddenly he leaped forward	and ran to the summit	across the great flag-stones	and up the steps. NA NA												
Then sitting in the high seat he looked out. NA NA															
But the sun seemed darkened	and the world dim and remote. NA NA														
He turned from the North back again to North	and saw nothing save the distant hills	unless it were that far away he could see again a great bird like an eagle high in the air	descending slowly in wide circles down towards the earth. NA NA												
Even as he gazed his quick ears caught sounds in the woodlands below	on the west side of the River. NA NA														
He stiffened. NA NA															
There were cries	and among them	to his horror	he could distinguish the harsh voices of Orcs. NA NA												
Then suddenly with a deep-throated call a great horn blew	and the blasts of it smote the hills and echoed in the hollows	rising in a mighty shout above the roaring of the falls. Metaphor NA													
‘The horn of Boromir!’ he cried. NA NA															
‘He is in need!’ NA NA															
He sprang down the steps and away	leaping down the path. NA NA														
‘Alas! An ill fate is on me this day	and all that I do goes amiss. Where is Sam?’ Metaphor NA														
As he ran the cries came louder	but fainter now and desperately the horn was blowing. NA NA														
Fierce and shrill rose the yells of the Orcs	and suddenly the horn-calls ceased. NA NA														
Aragorn raced down the last slope	but before he could reach the hill’s foot	the sounds died away; and as he turned to the left and ran towards them they retreated	until at last he could hear them no more. NA NA												
Drawing his bright sword and crying Elendil! Elendil! he crashed through the trees. NA NA															
A mile	maybe	from Parth Galen in a little glade not far from the lake he found Boromir. NA NA													
He was sitting with his back to a great tree	as if he was resting. NA NA														
But Aragorn saw that he was pierced with many black-feathered arrows; his sword was still in his hand	but it was broken near the hilt; his horn cloven in two was at his side. NA NA														
Many Orcs lay slain	piled all about him and at his feet. NA NA														
Aragorn knelt beside him. NA NA															
Boromir opened his eyes and strove to speak. NA NA															
At last slow words came. NA NA															
‘I tried to take the Ring from Frodo	’ he said. NA NA														
‘I am sorry. I have paid.’ NA NA															
His glance strayed to his fallen enemies; twenty at least lay there. NA NA															
‘They have gone: the Halflings: the Orcs have taken them. NA NA															
I think they are not dead. NA NA															
Orcs bound them.’ NA NA															
He paused and his eyes closed wearily. NA NA															
After a moment he spoke again. NA NA															
‘Farewell	Aragorn! NA NA														
Go to Minas Tirith and save my people! NA NA															
I have failed.’ NA NA															
‘No!’ said Aragorn	taking his hand and kissing his brow. NA NA														
‘You have conquered. NA NA															
Few have gained such a victory. NA NA															
Be at peace! NA NA															
Minas Tirith shall not fall!’ NA NA															
Boromir smiled. NA NA															
‘Which way did they go? NA NA															
Was Frodo there?’ said Aragorn. NA NA															
But Boromir did not speak again. NA NA															
‘Alas!’ said Aragorn. NA NA															
‘Thus passes the heir of Denethor	Lord of the Tower of Guard! NA NA														
This is a bitter end. NA NA															
Now the Company is all in ruin. Metaphor NA															
It is I that have failed. NA NA															
Vain was Gandalf’s trust in me. NA NA															
What shall I do now? NA NA															
Boromir has laid it on me to go to Minas Tirith	and my heart desires it; but where are the Ring and the Bearer? NA NA														
How shall I find them and save the Quest from disaster?’ NA NA															
He knelt for a while	bent with weeping	still clasping Boromir’s hand. NA NA													
So it was that Legolas and Gimli found him. NA NA															
They came from the western slopes of the hill	silently	creeping through the trees as if they were hunting. Simile NA													
Gimli had his axe in hand	and Legolas his long knife: all his arrows were spent. NA NA														
When they came into the glade they halted in amazement; and then they stood a moment with heads bowed in grief	for it seemed to them plain what had happened. NA NA														
‘Alas!’ said Legolas	coming to Aragorn’s side. NA NA														
‘We have hunted and slain many Orcs in the woods	but we should have been of more use here. NA NA														
We came when we heard the horn – but too late	it seems. NA NA														
I fear you have taken deadly hurt.’ NA NA															
‘Boromir is dead	’ said Aragorn. NA NA														
‘I am unscathed	for I was not here with him. NA NA														
He fell defending the hobbits	while I was away upon the hill.’ NA NA														
‘The hobbits!’ cried Gimli. NA NA															
‘Where are they then? Where is Frodo?’ NA NA															
‘I do not know	’ answered Aragorn wearily. NA NA														
‘Before he died Boromir told me that the Orcs had bound them; he did not think that they were dead. NA NA															
I sent him to follow Merry and Pippin; but I did not ask him if Frodo or Sam were with him: not until it was too late. NA NA															
All that I have done today has gone amiss. NA NA															
What is to be done now?’ NA NA															
‘First we must tend the fallen	’ said Legolas. NA NA														
‘We cannot leave him lying like carrion among these foul Orcs.’ Simile NA															
‘But we must be swift	’ said Gimli. NA NA														
‘He would not wish us to linger. NA NA															
We must follow the Orcs	if there is hope that any of our Company are living prisoners.’ NA NA														
‘But we do not know whether the Ring-bearer is with them or not	’ said Aragorn. NA NA														
‘Are we to abandon him? NA NA															
Must we not seek him first? NA NA															
An evil choice is now before us!’ NA NA															
‘Then let us do first what we must do	’ said Legolas. NA NA														
‘We have not the time or the tools to bury our comrade fitly	or to raise a mound over him. NA NA														
A cairn we might build.’ NA NA															
‘The labour would be hard and long: there are no stones that we could use nearer than the water-side	’ said Gimli. NA NA														
‘Then let us lay him in a boat with his weapons	and the weapons of his vanquished foes	’ said Aragorn. NA NA													
‘We will send him to the Falls of Rauros and give him to Anduin. NA NA															
The River of Gondor will take care at least that no evil creature dishonours his bones.’ NA NA															
Quickly they searched the bodies of the Orcs	gathering their swords and cloven helms and shields into a heap. NA NA														
‘See!’ cried Aragorn. NA NA															
‘Here we find tokens!’ NA NA															
He picked out from the pile of grim weapons two knives	leaf-bladed	damasked in gold and red; and searching further he found also the sheaths	black	set with small red gems. NA NA											
‘No orc-tools these!’ he said. NA NA															
‘They were borne by the hobbits. NA NA															
Doubtless the Orcs despoiled them	but feared to keep the knives	knowing them for what they are: work of Westernesse	wound about with spells for the bane of Mordor. NA NA												
Well	now	if they still live	our friends are weaponless. NA NA												
I will take these things	hoping against hope	to give them back.’ Alliteration NA													
‘And I	’ said Legolas	‘will take all the arrows that I can find	for my quiver is empty.’ NA NA												
He searched in the pile and on the ground about and found not a few that were undamaged and longer in the shaft than such arrows as the Orcs were accustomed to use. NA NA															
He looked at them closely. NA NA															
And Aragorn looked on the slain	and he said: NA NA														
‘Here lie many that are not folk of Mordor. NA NA															
Some are from the North	from the Misty Mountains	if I know anything of Orcs and their kinds. NA NA													
And here are others strange to me. NA NA															
Their gear is not after the manner of Orcs at all!’ NA NA															
There were four goblin-soldiers of greater stature	swart	slant-eyed	with thick legs and large hands. NA NA												
They were armed with short broad-bladed swords	not with the curved scimitars usual with Orcs; and they had bows of yew	in length and shape like the bows of Men. NA NA													
Upon their shields they bore a strange device: a small white hand in the centre of a black field; on the front of their iron helms was set an S-rune	wrought of some white metal. NA NA														
‘I have not seen these tokens before	’ said Aragorn. NA NA														
‘What do they mean?’ NA NA															
‘S is for Sauron	’ said Gimli. NA NA														
‘That is easy to read.’ NA NA															
‘Nay!’ said Legolas. NA NA															
‘Sauron does not use the elf-runes.’ NA NA															
‘Neither does he use his right name	nor permit it to be spelt or spoken	’ said Aragorn. Alliteration NA													
‘And he does not use white. NA NA															
The Orcs in the service of Barad-dûr use the sign of the Red Eye.’ NA NA															
He stood for a moment in thought. NA NA															
‘S is for Saruman	I guess	’ he said at length. NA NA													
‘There is evil afoot in Isengard	and the West is no longer safe. NA NA														
It is as Gandalf feared: by some means the traitor Saruman has had news of our journey. NA NA															
It is likely too that he knows of Gandalf’s fall. NA NA															
Pursuers from Moria may have escaped the vigilance of Lórien	or they may have avoided that land and come to Isengard by other paths. NA NA														
Orcs travel fast. NA NA															
But Saruman has many ways of learning news. NA NA															
Do you remember the birds?’ NA NA															
‘Well	we have no time to ponder riddles	’ said Gimli. NA NA													
‘Let us bear Boromir away!’ NA NA															
‘But after that we must guess the riddles	if we are to choose our course rightly	’ answered Aragorn. NA NA													
‘Maybe there is no right choice	’ said Gimli. NA NA														
Taking his axe the Dwarf now cut several branches. NA NA															
These they lashed together with bowstrings	and spread their cloaks upon the frame. NA NA														
Upon this rough bier they carried the body of their companion to the shore	together with such trophies of his last battle as they chose to send forth with him. NA NA														
It was only a short way	yet they found it no easy task	for Boromir was a man both tall and strong. NA NA													
At the water-side Aragorn remained	watching the bier	while Legolas and Gimli hastened back on foot to Parth Galen. NA NA													
It was a mile or more	and it was some time before they came back	paddling two boats swiftly along the shore. NA NA													
‘There is a strange tale to tell!’ said Legolas. NA NA															
‘There are only two boats upon the bank. NA NA															
We could find no trace of the other.’ NA NA															
‘Have Orcs been there?’ asked Aragorn. NA NA															
‘We saw no signs of them	’ answered Gimli. NA NA														
‘And Orcs would have taken or destroyed all the boats	and the baggage as well.’ NA NA														
‘I will look at the ground when we come there	’ said Aragorn. NA NA														
Now they laid Boromir in the middle of the boat that was to bear him away. NA NA															
The grey hood and elven-cloak they folded and placed beneath his head. NA NA															
They combed his long dark hair and arrayed it upon his shoulders. NA NA															
The golden belt of Lórien gleamed about his waist. NA NA															
His helm they set beside him	and across his lap they laid the cloven horn and the hilt and shards of his sword; beneath his feet they put the swords of his enemies. NA NA														
Then fastening the prow to the stern of the other boat	they drew him out into the water. NA NA														
They rowed sadly along the shore	and turning into the swift-running channel they passed the green sward of Parth Galen. NA NA														
The steep sides of Tol Brandir were glowing: it was now mid-afternoon. NA NA															
As they went south the fume of Rauros rose and shimmered before them	a haze of gold. Metaphor NA														
The rush and thunder of the falls shook the windless air. Metaphor NA															
Sorrowfully they cast loose the funeral boat: there Boromir lay	restful	peaceful	gliding upon the bosom of the flowing water. Metaphor NA												
The stream took him while they held their own boat back with their paddles. NA NA															
He floated by them	and slowly his boat departed	waning to a dark spot against the golden light; and then suddenly it vanished. NA NA													
Rauros roared on unchanging. NA NA															
The River had taken Boromir son of Denethor	and he was not seen again in Minas Tirith	standing as he used to stand upon the White Tower in the morning. NA NA													
But in Gondor in after-days it long was said that the elven-boat rode the falls and the foaming pool	and bore him down through Osgiliath	and past the many mouths of Anduin	out into the Great Sea at night under the stars. NA NA												
For a while the three companions remained silent	gazing after him. NA NA														
Then Aragorn spoke. NA NA															
‘They will look for him from the White Tower	’ he said	‘but he will not return from mountain or from sea.’ Then slowly he began to sing: Metaphor NA													
Through Rohan over fen and field where the long grass grows Alliteration A															
The West Wind comes walking	and about the walls it goes. NA A														
‘What news from the West	O wandering wind	do you bring to me tonight? NA B													
Have you seen Boromir the Tall by moon or by starlight?’ NA B															
‘I saw him ride over seven streams	over waters wide and grey; NA C														
I saw him walk in empty lands	until he passed away NA C														
Into the shadows of the North. NA D															
I saw him then no more. NA D															
The North Wind may have heard the horn of the son of Denethor.’ Alliteration E															
‘O Boromir! From the high walls westward I looked afar	NA F														
But you came not from the empty lands where no men are.’ NA F															
From the mouths of the Sea the South Wind flies	from the sandhills and the stones; NA G														
The wailing of the gulls it bears	and at the gate it moans. NA G														
‘What news from the South	O sighing wind	do you bring to me at eve? NA H													
Where now is Boromir the Fair?  NA H															
‘Ask not of me where he doth dwell – so many bones there lie NA I															
Ask of the North Wind news of them the North Wind sends to me!’ Alliteration I															
On the white shores and the dark shores under the stormy sky; Alliteration J															
So many have passed down Anduin to find the flowing Sea. NA J															
‘O Boromir! Beyond the gate the seaward road runs south	NA K														
But you came not with the wailing gulls from the grey sea’s mouth.’ NA K															
From the Gate of Kings the North Wind rides	and past the roaring falls; NA L														
And clear and cold about the tower its loud horn calls. NA L															
‘What news from the North	O mighty wind	do you bring to me today? NA M													
What news of Boromir the Bold? For he is long away.’ NA M															
‘Beneath Amon Hen I heard his cry. NA N															
There many foes he fought. NA N															
His cloven shield	his broken sword	they to the water brought. NA O													
His head so proud	his face so fair	his limbs they laid to rest; NA O													
And Rauros	golden Rauros-falls	bore him upon its breast.’ NA P													
‘O Boromir! The Tower of Guard shall ever northward gaze NA P															
To Rauros	golden Rauros-falls	until the end of days.’ NA Q													
So they ended. NA NA															
Then they turned their boat and drove it with all the speed they could against the stream back to Parth Galen. NA NA															
‘You left the East Wind to me	’ said Gimli	‘but I will say naught of it.’ NA NA													
‘That is as it should be	’ said Aragorn. NA NA														
‘In Minas Tirith they endure the East Wind	but they do not ask it for tidings. NA NA														
But now Boromir has taken his road	and we must make haste to choose our own.’ NA NA														
He surveyed the green lawn	quickly but thoroughly	stooping often to the earth. NA NA													
‘No Orcs have been on this ground	’ he said. NA NA														
‘Otherwise nothing can be made out for certain. NA NA															
All our footprints are here	crossing and re-crossing. NA NA														
I cannot tell whether any of the hobbits have come back since the search for Frodo began.’ NA NA															
He returned to the bank	close to where the rill from the spring trickled out into the River. NA NA														
‘There are some clear prints here	’ he said. NA NA														
‘A hobbit waded out into the water and back; but I cannot say how long ago.’ NA NA															
‘How then do you read this riddle?’ asked Gimli. NA NA															
Aragorn did not answer at once	but went back to the camping-place and looked at the baggage. NA NA														
‘Two packs are missing	’ he said	‘and one is certainly Sam’s: it was rather large and heavy. NA NA													
This then is the answer: Frodo has gone by boat	and his servant has gone with him. NA NA														
Frodo must have returned while we were all away. NA NA															
I met Sam going up the hill and told him to follow me; but plainly he did not do so. NA NA															
He guessed his master’s mind and came back here before Frodo had gone. NA NA															
He did not find it easy to leave Sam behind!’ NA NA															
‘But why should he leave us behind	and without a word?’ said Gimli. NA NA														
‘That was a strange deed!’ NA NA															
‘And a brave deed	’ said Aragorn. NA NA														
‘Sam was right	I think. NA NA														
Frodo did not wish to lead any friend to death with him in Mordor. NA NA															
But he knew that he must go himself. NA NA															
Something happened after he left us that overcame his fear and doubt.’ NA NA															
‘Maybe hunting Orcs came on him and he fled	’ said Legolas. NA NA														
‘He fled	certainly	’ said Aragorn	‘but not	I think	from Orcs.’ NA NA										
What he thought was the cause of Frodo’s sudden resolve and flight Aragorn did not say. NA NA															
The last words of Boromir he long kept secret. NA NA															
‘Well	so much at least is now clear	’ said Legolas: NA NA													
‘Frodo is no longer on this side of the River: only he can have taken the boat. NA NA															
And Sam is with him; only he would have taken his pack.’ NA NA															
‘Our choice then	’ said Gimli	‘is either to take the remaining boat and follow Frodo	or else to follow the Orcs on foot. NA NA												
There is little hope either way. NA NA															
We have already lost precious hours.’ NA NA															
‘Let me think!’ said Aragorn. NA NA															
‘And now may I make a right choice	and change the evil fate of this unhappy day!’ NA NA														
He stood silent for a moment. NA NA															
‘I will follow the Orcs	’ he said at last. NA NA														
‘I would have guided Frodo to Mordor and gone with him to the end; but if I seek him now in the wilderness	I must abandon the captives to torment and death. Metaphor NA														
My heart speaks clearly at last: the fate of the Bearer is in my hands no longer. NA NA															
The Company has played its part. NA NA															
Yet we that remain cannot forsake our companions while we have strength left. NA NA															
Come! We will go now. NA NA															
Leave all that can be spared behind! NA NA															
We will press on by day and dark!’ Metaphor NA															
They drew up the last boat and carried it to the trees. NA NA															
They laid beneath it such of their goods as they did not need and could not carry away. NA NA															
Then they left Parth Galen. NA NA															
The afternoon was fading as they came back to the glade where Boromir had fallen. NA NA															
There they picked up the trail of the Orcs. NA NA															
It needed little skill to find. NA NA															
‘No other folk make such a trampling	’ said Legolas. NA NA														
‘It seems their delight to slash and beat down growing things that are not even in their way.’ NA NA															
‘But they go with a great speed for all that	’ said Aragorn	‘and they do not tire. NA NA													
And later we may have to search for our path in hard bare lands.’ NA NA															
‘Well	after them!’ said Gimli. NA NA														
‘Dwarves too can go swiftly	and they do not tire sooner than Orcs. NA NA														
But it will be a long chase: they have a long start.’ NA NA															
‘Yes	’ said Aragorn	‘we shall all need the endurance of Dwarves. NA NA													
But come! With hope or without hope we will follow the trail of our enemies. NA NA															
And woe to them	if we prove the swifter! NA NA														
We will make such a chase as shall be accounted a marvel among the Three Kindreds: Elves	Dwarves	and Men. NA NA													
Forth the Three Hunters!’ NA NA															
Like a deer he sprang away. Simile NA															
Through the trees he sped. NA NA															
On and on he led them	tireless and swift	now that his mind was at last made up. NA NA													
The woods about the lake they left behind. NA NA															
Long slopes they climbed	dark	hard-edged against the sky already red with sunset. NA NA													
Dusk came. NA NA															
They passed away	grey shadows in a stony land. Metaphor  NA														
Pippin looked out from the shelter of Gandalf’s cloak. Metaphor  NA															
He wondered if he was awake or still sleeping	still in the swiftmoving dream in which he had been wrapped so long since the great ride began. Metaphor  NA														
The dark world was rushing by and the wind sang loudly in his ears. Metaphor  NA															
He could see nothing but the wheeling stars	and away to his right vast shadows against the sky where the mountains of the South marched past. NA NA														
Sleepily he tried to reckon the times and stages of their journey	but his memory was drowsy and uncertain. NA NA														
There had been the first ride at terrible speed without a halt	and then in the dawn he had seen a pale gleam of gold	and they had come to the silent town and the great empty house on the hill. NA NA													
And hardly had they reached its shelter when the winged shadow had passed over once again	and men wilted with fear. NA NA														
But Gandalf had spoken soft words to him	and he had slept in a corner	tired but uneasy	dimly aware of comings and goings and of men talking and Gandalf giving orders. NA NA												
And then again riding	riding in the night. NA NA														
This was the second	no	the third night since he had looked in the Stone. NA NA													
And with that hideous memory he woke fully	and shivered	and the noise of the wind became filled with menacing voices. NA NA													
A light kindled in the sky	a blaze of yellow fire behind dark barriers. NA NA														
Pippin cowered back	afraid for a moment	wondering into what dreadful country Gandalf was bearing him. NA NA													
He rubbed his eyes	and then he saw that it was the moon rising above the eastern shadows	now almost at the full. NA NA													
So the night was not yet old and for hours the dark journey would go on. NA NA															
He stirred and spoke. NA NA															
‘Where are we	Gandalf ?’ he asked. NA NA														
‘In the realm of Gondor	’ the wizard answered. NA NA														
‘The land of Ano´rien is still passing by.’ NA NA															
There was a silence again for a while. NA NA															
Then	‘What is that?’ cried Pippin suddenly	clutching at Gandalf’s cloak. NA NA													
‘Look! NA NA															
Fire	red fire!  NA														
Are there dragons in this land?  NA															
Look	there is another!’ NA														
For answer Gandalf cried aloud to his horse. NA NA															
‘On	Shadowfax! NA NA														
We must hasten.  NA															
Time is short. Metaphor															
See!  NA NA															
The beacons of Gondor are alight	calling for aid. Metaphor														
War is kindled. Metaphor  NA															
See	there is the fire on Amon Dıˆn	and flame on Eilenach; and there they go speeding west: Nardol	Erelas	Min-Rimmon	Calenhad	and the Halifirien on the borders of Rohan.’ NA NA									
But Shadowfax paused in his stride	slowing to a walk	and then he lifted up his head and neighed. NA NA													
And out of the darkness the answering neigh of other horses came; and presently the thudding of hoofs was heard	and three riders swept up and passed like flying ghosts in the moon and vanished into the West. Simile  NA														
Then Shadowfax gathered himself together and sprang away	and the night flowed over him like a roaring wind. Simile  NA														
